sentence_id,original_text,original_label,gpt54mini_translation,translator,consensus_label,gemini_translation,claude_translation
519,The American middle class – once a major point of pride in the United States – has changed considerably over the course of recent decades.,Non-biased,,claude,Biased,,"""الطبقة الوسطى الأمريكية - التي كانت في يوم من الأيام مصدر فخر كبير للولايات المتحدة - قد تغيرت تغيراً كبيراً على مدار العقود الأخيرة."""
520,"The picture that emerges is of a system of staggering complexity, riddled with obstacles and cracks, that prioritizes babies over mothers, thwarts women at every turn, frustrates doctors and midwives, and incentivizes substandard care.",Biased,,claude,Biased,,"""الصورة التي تتشكل هي صورة نظام بالغ التعقيد، مليء بالعقبات والثغرات، يُقدّم مصلحة الأطفال على حساب الأمهات، ويُعرقل النساء في كل خطوة، ويُحبط الأطباء والقابلات، ويحفّز على تقديم رعاية دون المستوى."""
521,"If confirmed to have fled, Jo Song Gil would be another Europe-based diplomat who has sought to leave the impoverished, oppressive North under the rule of Kim Jong Un.",Biased,,claude,Biased,,"""إذا تأكد أنه فر، فإن جو سونغ غيل سيكون دبلوماسياً آخر مقيماً في أوروبا سعى إلى مغادرة الشمال الفقير والقمعي في ظل حكم كيم جونغ أون."""
522,"The Turkmen government also published photos of contact sporting events such as wrestling and martial arts, which most of the world has canceled to prevent the spread of the deadly pathogen originating in central Wuhan, China.",Non-biased,,claude,Biased,,"""نشرت الحكومة التركمانية أيضاً صوراً لفعاليات رياضية تتضمن تلامساً جسدياً كالمصارعة والفنون القتالية، وهي الفعاليات التي ألغتها معظم دول العالم للحد من انتشار الفيروس الفتاك الذي نشأ في مدينة ووهان وسط الصين."""
528,"In other words, the agency responsible for protecting consumers now wants to make it easier for them to get stuck in a cycle of debt they can never repay.",Biased,,claude,Biased,,"""بمعنى آخر، الوكالة المسؤولة عن حماية المستهلكين تريد الآن أن تجعل من السهل عليهم الوقوع في دوامة من الديون التي لا يمكنهم سدادها أبداً."""
529,An initiative to build bridges between the Greek and Turkish speaking communities of ethnically split Cyprus faltered after the leader of the breakaway Turkish Cypriots skipped a soccer match over a dispute of the game's location.,Non-biased,,claude,Biased,,"""تعثرت مبادرة لبناء جسور بين المجتمعين الناطقين باليونانية والتركية في قبرص المنقسمة عرقياً، بعد أن تغيب زعيم القبارصة الأتراك الانفصاليين عن مباراة كرة قدم بسبب خلاف حول موقع اللعبة."""
530,The failure to act to ameliorate global warming exposes the myth of human progress and the illusion that we are rational creatures. ,Biased,,claude,Biased,,"""إن الإخفاق في اتخاذ إجراءات للتخفيف من حدة الاحترار العالمي يكشف زيف فكرة التقدم البشري ويفضح الوهم القائل بأننا مخلوقات عقلانية."""
531,"During a town hall on CNN on Thursday, 2020 Democratic presidential candidate Sen. Elizabeth Warren (D-MA) stated that nothing will be as effective in combatting sexist media coverage “as electing a woman president of the United States.”",Non-biased,,claude,Non-biased,,"""خلال اجتماع عام على شبكة CNN يوم الخميس، صرّحت المرشحة الديمقراطية للرئاسة عام 2020، السيناتورة إليزابيث وارن (ديمقراطية - ماساتشوستس)، بأنه لن يكون هناك شيء أكثر فعالية في مكافحة التغطية الإعلامية الجنسية 'من انتخاب امرأة رئيسةً للولايات المتحدة'."""
532,It’s also why attempts to portray pro-lifers as racists smack of disingenuousness.,Biased,,claude,Biased,,"""هذا أيضاً هو السبب في أن محاولات تصوير المعارضين للإجهاض على أنهم عنصريون تنطوي على قدر من عدم الصدق."""
534,The disqualification was emblematic of what many women who wear hijabs go through while participating in sports.,Biased,,claude,Biased,,"""كان الاستبعاد رمزاً لما تمر به كثير من النساء اللواتي يرتدين الحجاب أثناء مشاركتهن في الأنشطة الرياضية."""
535,"It's all very well to tell city residents not to line their trash cans with plastic bags, but washing out a kitchen receptacle every couple of days after use because it doesn't have a plastic liner will takes its toll on water supplies.",Non-biased,,claude,Biased,,"""من السهل جداً أن نقول لسكان المدينة ألا يبطّنوا صناديق القمامة بأكياس بلاستيكية، لكن غسل وعاء المطبخ كل يومين بعد الاستخدام لأنه لا يحتوي على بطانة بلاستيكية سيستنزف إمدادات المياه."""
536,"In Europe, no government has joined Trump’s anti-Iran crusade (though John Bolton is whispering in the ear of the new Trump-loving prime minister, Boris Johnson.)",Biased,,claude,Biased,,"""في أوروبا، لم تنضم أي حكومة إلى حملة ترامب المعادية لإيران (رغم أن جون بولتون يهمس في أذن رئيس الوزراء الجديد المحب لترامب، بوريس جونسون.)"""
537,"Donald Trump, who was pro-choice in the not-too-distant past and never fit the mold of a far-right culture-war crusader, has taken a keen interest in abortion rights lately.",Biased,,claude,Biased,,"""دونالد ترامب، الذي كان مؤيداً لحق الإجهاض في الماضي غير البعيد ولم يكن يوماً نموذجاً للمحارب الثقافي اليميني المتطرف، أبدى اهتماماً بالغاً بحقوق الإجهاض في الآونة الأخيرة."""
540,A leader of a movement that urges women to brag about having an abortion promoted the procedure to children in a video from Cut’s HiHo on the YouTube channel.,Biased,,claude,Biased,,"""قائدة حركة تحث النساء على التفاخر بإجراء عملية الإجهاض روّجت للعملية للأطفال في مقطع فيديو من قناة HiHo التابعة لـ Cut على يوتيوب."""
543,"There may be pushback among Democrats. If so, I hope the ones doing the pushing will reconsider. We have treated our younger generations, and many older people, unjustly. The act of recognizing an injustice we hadn’t seen before makes us more human and refines us as moral beings.",Biased,,claude,Biased,,"""قد يكون هناك معارضة بين الديمقراطيين. إذا كان الأمر كذلك، فأنا آمل أن يعيد أولئك الذين يقومون بالمعارضة النظر في موقفهم. لقد عاملنا أجيالنا الأصغر، وكثيراً من كبار السن، بشكل غير عادل. إن فعل الاعتراف بظلم لم نكن قد رأيناه من قبل يجعلنا أكثر إنسانية ويصقلنا كائنات أخلاقية."""
544,"Of course Trump doesn’t care about other people, only his ego and his appearance. Reporting from the Associated Press confirms this, as a Thursday article explained Trump told advisers that wearing a mask would “send the wrong message.”",Biased,,claude,Biased,,"""بالطبع لا يهتم ترامب بالآخرين، بل فقط بغروره ومظهره. وهذا ما يؤكده تقرير وكالة أسوشيتد برس، إذ أوضح مقال نُشر يوم الخميس أن ترامب أخبر مستشاريه بأن ارتداء الكمامة سيُرسل ""رسالة خاطئة""."""
545,"It should be clear by now that no matter how bad the violence gets, López Obrador is not going to do anything about the cartels.",Biased,,claude,Biased,,"""يجب أن يكون واضحاً الآن أنه بغض النظر عن مدى سوء العنف، فإن لوبيز أوبرادور لن يفعل أي شيء حيال عصابات المخدرات."""
548,"When a figurehead like Trump repeats the myth that vaccines cause autism, as he did during the presidential debates, many parents may choose not to vaccinate, putting children at unnecessary risk.",Non-biased,,claude,Biased,,"""عندما يكرر شخصية بارزة مثل ترامب الأسطورة القائلة بأن اللقاحات تسبب التوحد، كما فعل خلال المناظرات الرئاسية، فقد يختار كثير من الآباء عدم التطعيم، مما يعرض الأطفال لمخاطر غير ضرورية."""
551,"Thus far in the 2020 presidential campaign, Biden has flippantly downplayed the threat from China, only to quickly walk back his comments when he faced backlash.",Biased,,claude,Biased,,"""حتى الآن في حملة الرئاسية لعام 2020، قلّل بايدن باستهتار من التهديد القادم من الصين، ليتراجع بسرعة عن تصريحاته عندما واجه ردود فعل غاضبة."""
552,Lebanese citizens from across sectarian divides came together in a rare display in unity late last year after proposed tax hikes enraged an already struggling populace.,Biased,,claude,Biased,,"""التقى المواطنون اللبنانيون من مختلف الطوائف في مظاهرة نادرة من الوحدة في أواخر العام الماضي، بعد أن أثارت الزيادات الضريبية المقترحة غضب شعب يعاني أصلاً من صعوبات جمّة."""
555,"Warren last year introduced a proposal that would eliminate up to $50,000 in student loan debt for every indebted person with a household income of less than $100,000. ",Non-biased,,claude,Non-biased,,"""قدّمت وارن العام الماضي اقتراحاً من شأنه إلغاء ما يصل إلى 50,000 دولار من ديون القروض الطلابية لكل شخص مدين يبلغ دخل أسرته أقل من 100,000 دولار."""
556,"The plastics industry, recently on its back foot over ocean pollution fears, has worked to turn the tide on plastic bag bans.",Non-biased,,claude,Biased,,"""صناعة البلاستيك، التي كانت مؤخراً في موقف دفاعي بسبب المخاوف المتعلقة بتلوث المحيطات، عملت على قلب موازين حظر الأكياس البلاستيكية."""
558,"Curiously, both Kelly and Yen seem unaware of the influx of undocumented immigrants pouring into this country daily from countries with very low vaccination rates...",Biased,,claude,Biased,,"""ومن الغريب أن كلاً من كيلي وين يبدوان غير مدركَين للتدفق المستمر للمهاجرين غير الموثقين الذين يتدفقون إلى هذا البلد يومياً من دول ذات معدلات تطعيم منخفضة جداً..."""
559,"That’s why white nationalists, who are enthusiasts for the abortion of black and brown people, despise pro-lifers, as anyone reporting in good faith should know.",Biased,,claude,Biased,,"""لهذا السبب يحتقر القوميون البيض، الذين يتحمسون لإجهاض السود والملونين، المدافعين عن الحياة، كما ينبغي أن يعرف أي شخص يُعِدّ تقاريره بحسن نية."""
560,"When did vaccines become politicized? Amid a measles outbreak, suddenly Republicans support anti-vaxxers.",Biased,,claude,Biased,,"""متى أصبحت اللقاحات قضية سياسية؟ في خضم تفشي مرض الحصبة، بات الجمهوريون فجأة يدعمون المعارضين للتطعيم."""
561,Part of the reason billionaires can swoop in and position themselves as the saviors on so many different issues — climate change being the latest — is that government has failed to take bold action.,Biased,,claude,Biased,,"""جزء من السبب الذي يجعل أصحاب المليارات قادرين على التدخل وتقديم أنفسهم كمنقذين في كثير من القضايا المختلفة — وتغير المناخ هو أحدثها — هو أن الحكومة فشلت في اتخاذ إجراءات جريئة."""
562,"Pope Francis named the first woman to hold a high-ranking post in the Secretariat of State, the male-dominated Vatican's diplomatic and administrative nerve center.",Non-biased,,claude,Non-biased,,"""عيّن البابا فرنسيس أول امرأة تشغل منصباً رفيعاً في أمانة الدولة، وهي المركز الدبلوماسي والإداري للفاتيكان الذي يهيمن عليه الرجال."""
563,"The oil price crash has led to Danish offshore wind developer Orsted overtaking Norwegian oil major Equinor as the most valuable energy company in the Nordics, highlighting the appeal to investors of renewables over fossil fuels.",Non-biased,,claude,Biased,,"""أدى انهيار أسعار النفط إلى تجاوز شركة أورستد الدنماركية لتطوير طاقة الرياح البحرية لشركة إكوينور النفطية النرويجية الكبرى، لتصبح أكثر شركات الطاقة قيمةً في منطقة الدول الإسكندنافية، مما يسلط الضوء على جاذبية مصادر الطاقة المتجددة للمستثمرين مقارنةً بالوقود الأحفوري."""
564,"President Donald Trump offered condolences to the family of Ahmaud Arbery, a 25-year-old black man in Georgia who was killed after being pursued by two armed white men while he was jogging. Trump said he'll receive ""a full report"" this evening. ",Non-biased,,claude,Non-biased,,"""قدّم الرئيس دونالد ترامب تعازيه لعائلة أحمود أربري، الشاب الأسود البالغ من العمر 25 عاماً في ولاية جورجيا، الذي لقي حتفه بعد أن لاحقه رجلان أبيضان مسلحان أثناء ركضه. وقال ترامب إنه سيتلقى 'تقريراً كاملاً' في وقت لاحق من هذا المساء."""
565,"Trump likes to tell this story with vivid and completely made-up details about swaddling a baby in blankets before murdering it. The Senate held hearings in which anti-choice activist Jill Stanek — a crazed, racist liar who also claims Chinese people think aborted fetuses are a “delicacy” — claimed, almost certainly falsely, that she once witnessed a baby being killed this way. ",Biased,,claude,Biased,,"""ترامب يحب أن يروي هذه القصة بتفاصيل حية ومختلقة تمامًا حول لف طفل بالبطانيات قبل قتله. عقد مجلس الشيوخ جلسات استماع شهدت فيها الناشطة المناهضة للإجهاض جيل ستانيك - وهي كاذبة مجنونة وعنصرية تدّعي أيضًا أن الصينيين يعتبرون الأجنة المُجهَضة 'أطعمة شهية' - ادّعت، وعلى الأرجح بشكل كاذب تقريبًا، أنها شهدت ذات مرة قتل طفل بهذه الطريقة."""
566,"While the major baseball leagues won’t be affected much by tariffs on Chinese imports, everyone from Double A players down through the office softball team will be.",Biased,,claude,Biased,,"""في حين أن دوريات البيسبول الكبرى لن تتأثر كثيراً بالرسوم الجمركية على الواردات الصينية، فإن الجميع من لاعبي الدوري المزدوج A وصولاً إلى فريق الكرة اللينة في المكتب سيتأثرون."""
567,"President Donald Trump said Monday that he is looking at a possible payroll tax cut, along with other measures, to help American workers and boost the economy, which has been hit hard by the coronavirus outbreak.",Non-biased,,claude,Non-biased,,"""قال الرئيس دونالد ترامب يوم الاثنين إنه يدرس خفضاً محتملاً لضريبة الرواتب، إلى جانب تدابير أخرى، لمساعدة العمال الأمريكيين وتعزيز الاقتصاد الذي تضرر بشدة من تفشي فيروس كورونا."""
570,"We’re just a few weeks away from the start of the Olympic torch relay in Greece, which begins with the flame lighting ceremony in Olympia on March 12th – but the outbreak of the novel coronavirus, which continues to spread around the world, has left many wondering whether the 2020 Tokyo Games could be at risk of a postponement or cancellation.",Non-biased,,claude,Non-biased,,"""نحن على بُعد أسابيع قليلة فحسب من انطلاق مسيرة الشعلة الأولمبية في اليونان، التي تبدأ بحفل إيقاد الشعلة في أولمبيا في الثاني عشر من مارس - غير أن تفشي فيروس كورونا الجديد، الذي يواصل انتشاره حول العالم، جعل كثيرين يتساءلون عما إذا كانت دورة الألعاب الأولمبية طوكيو 2020 معرضة لخطر التأجيل أو الإلغاء."""
571,The American president’s threat to reverse that decision and impose the metals tariffs is the latest example of his mercurial approach to trade policy.,Biased,,claude,Biased,,"""يُعدّ تهديد الرئيس الأمريكي بالتراجع عن ذلك القرار وفرض رسوم جمركية على المعادن أحدث مثال على نهجه المتقلب في السياسة التجارية."""
572,Senate Majority Leader Mitch McConnell shredded a House Democratic anti-corruption proposal on Wednesday over a provision that would make going to the polls a national holiday.,Biased,,claude,Biased,,"""مزّق زعيم الأغلبية في مجلس الشيوخ ميتش ماكونيل يوم الأربعاء مقترحاً ديمقراطياً لمكافحة الفساد قدّمه مجلس النواب، وذلك بسبب بند يقضي بجعل يوم الذهاب إلى صناديق الاقتراع عطلةً وطنية."""
573,"After health officials near Portland, Oregon, declared a public health emergency over a measles outbreak that affects mostly young children, the viral infection continues to spread.",Non-biased,,claude,Non-biased,,"""بعد أن أعلن مسؤولو الصحة بالقرب من بورتلاند، أوريغون، حالة طوارئ صحية عامة بسبب تفشي مرض الحصبة الذي يصيب في معظمه الأطفال الصغار، يستمر هذا المرض الفيروسي في الانتشار."""
574,"However, Democrats, including some of the 2020 candidates, have continued to push a narrative that Trump called white supremacists “very fine people,” when he clearly did not.",Biased,,claude,Biased,,"""ومع ذلك، استمر الديمقراطيون، بمن فيهم بعض مرشحي عام 2020، في الترويج لرواية مفادها أن ترامب وصف المتفوقين البيض بأنهم 'أشخاص طيبون جداً'، في حين أنه لم يفعل ذلك بوضوح."""
575,"The damages bankruptcy inflicts on debtors looks appealing to the twenty percent who say they’ll be in debt until they die. Obama’s proposed change could start a run that would greatly increase costs to the federal government and, by extension, taxpayers.",Biased,,claude,Biased,,"""الأضرار التي يلحقها الإفلاس بالمدينين تبدو جذابة لعشرين بالمئة الذين يقولون إنهم سيظلون مدينين حتى يموتوا. قد يُطلق التغيير المقترح من أوباما موجة من شأنها أن تزيد بشكل كبير من التكاليف على الحكومة الفيدرالية، وبالتالي على دافعي الضرائب."""
576,"The Jerusalem Post reports: Nearly 50% of Palestinians living in Gaza believe the best means of ending the occupation is through armed conflict, according to a report released Monday by the Palestinian Center for Policy and Survey Research (PSR).",Non-biased,,claude,Non-biased,,"""صحيفة جيروزاليم بوست تُفيد: ما يقارب 50% من الفلسطينيين الذين يعيشون في غزة يعتقدون أن أفضل وسيلة لإنهاء الاحتلال هي من خلال الكفاح المسلح، وفقاً لتقرير صدر يوم الاثنين عن المركز الفلسطيني للبحوث السياسية والمسحية (PSR)."""
577,"Pompeo also spoke with the Wichita Eagle in November, and that interview turned messy, too.",Biased,,claude,Biased,,"""تحدث بومبيو أيضاً مع صحيفة ويتشيتا إيغل في نوفمبر، وتحولت تلك المقابلة إلى فوضى هي الأخرى."""
579,"In practice, that means it's hard to trust Bezos' pledge when Amazon, the source of his wealth, has been aggressively courting oil and gas companies with its cloud computing services and threatened workers who campaigned for stronger climate action with dismissal. ",Biased,,claude,Biased,,"""في الواقع، هذا يعني أنه من الصعب الوثوق بتعهد بيزوس عندما تكون أمازون، مصدر ثروته، قد سعت بقوة إلى استقطاب شركات النفط والغاز من خلال خدمات الحوسبة السحابية، وهددت العمال الذين ناضلوا من أجل اتخاذ إجراءات أكثر صرامة بشأن المناخ بالفصل من العمل."""
580,A study shows that the number of children getting routine vaccines to protect them from dangerous diseases has dramatically declined in the wake of the coronavirus.,Non-biased,,claude,Non-biased,,"""تُظهر دراسة أن عدد الأطفال الذين يتلقون اللقاحات الروتينية لحمايتهم من الأمراض الخطيرة قد انخفض بشكل حاد في أعقاب فيروس كورونا."""
581,The numbers finding broad American approval of Trump illustrate the catastrophe of the impeachment proceedings backfiring on Democrats that were precisely intended to bring the president’s approval numbers down.,Biased,,claude,Biased,,"""الأرقام التي تُظهر الموافقة الأمريكية الواسعة على ترامب تُجسّد كارثة إجراءات العزل التي ارتدّت على الديمقراطيين، والتي كانت تهدف بالتحديد إلى خفض أرقام تأييد الرئيس."""
582,"But, whether this switch constitutes a true win for the racist right or not, it’s clear that MAGA conservatives are highly attuned to how decisions are made in the White House and which positions they want to control.",Biased,,claude,Biased,,"""لكن، سواء كان هذا التحول يمثل انتصاراً حقيقياً لليمين العنصري أم لا، فمن الواضح أن المحافظين من أنصار 'ماغا' يولون اهتماماً بالغاً لكيفية اتخاذ القرارات في البيت الأبيض وأي المناصب يريدون السيطرة عليها."""
583,"After spending the past three months rehabilitating from arthroscopic surgery on his right knee, Williamson struggled to find his shot during the first three quarters, during which he played a little less than 12 minutes.",Non-biased,,claude,Non-biased,,"""بعد قضاء الأشهر الثلاثة الماضية في التعافي من جراحة تنظير المفاصل على ركبته اليمنى، عانى ويليامسون في إيجاد دقته في التصويب خلال الأرباع الثلاثة الأولى، التي لعب فيها ما يقل قليلاً عن 12 دقيقة."""
584,"Australian Prime Minister Scott Morrison defended his leadership and his government's record on climate change Sunday as milder temperatures brought hope of a respite from wildfires that have ravaged three states, claiming 24 lives and destroying almost 2,000 homes.",Non-biased,,claude,Non-biased,,"""دافع رئيس الوزراء الأسترالي سكوت موريسون عن قيادته وسجل حكومته في مجال تغير المناخ يوم الأحد، في حين أتاحت درجات الحرارة المعتدلة أملاً في هدوء مؤقت من حرائق الغابات التي اجتاحت ثلاث ولايات، مما أودى بحياة 24 شخصاً ودمّر ما يقرب من 2000 منزل."""
585,The organization named Leung as its new president and chief executive officer on Tuesday as it fights to retain its status as the national governing body for the sport after the Larry Nassar sexual abuse scandal.,Non-biased,,claude,Non-biased,,"""أسمت المنظمة لونغ رئيساً جديداً لها ورئيساً تنفيذياً يوم الثلاثاء، في حين تسعى جاهدةً للحفاظ على مكانتها بوصفها الهيئة الوطنية المنظِّمة لهذه الرياضة في أعقاب فضيحة الاعتداء الجنسي التي ارتكبها لاري ناسار."""
586,"The result of this tribalism will not be a catharsis of white identity, improving equality for non-whites. It will be resentment towards being the only tribe not given the special treatment bestowed by victimhood.",Biased,,claude,Biased,,"""نتيجة هذه القبلية لن تكون تطهيراً للهوية البيضاء، أو تحسيناً للمساواة لغير البيض. بل ستكون استياءً من كون البيض القبيلة الوحيدة التي لا تحظى بالمعاملة الخاصة التي تمنحها مكانة الضحية."""
588,Facebook bans white nationalism from platform after pressure from civil rights groups.,Non-biased,,claude,Non-biased,,"""فيسبوك يحظر القومية البيضاء من منصته بعد ضغوط من مجموعات حقوق الإنسان."""
589,"It’s paramount now, as Fox News and the right-wing noise machine try to take down a new generation of Democratic women leaders, that everyone understands the strategy in play.",Biased,,claude,Biased,,"""من الأهمية بمكان الآن، في ظل محاولات قناة فوكس نيوز وآلة الضجيج اليميني إسقاط جيل جديد من القيادات النسائية الديمقراطية، أن يفهم الجميع الاستراتيجية المُتَّبعة."""
592,"The institute attributes the growth to billionaires’ use of tax cuts, tax exemptions and offshore tax havens.",Non-biased,,claude,Non-biased,,"""يعزو المعهد هذا النمو إلى استخدام المليارديرات لتخفيضات الضرائب والإعفاءات الضريبية والملاذات الضريبية الخارجية."""
594,Samoan authorities have blamed low coverage rates in part to fears sparked by the deaths of two babies last year after vaccinations that put a temporary halt on immunisation efforts.,Non-biased,,claude,Non-biased,,"""ألقت السلطات في ساموا باللوم جزئياً على معدلات التغطية المنخفضة على المخاوف التي أثارتها وفاة طفلين العام الماضي إثر تلقيهما التطعيمات، مما أدى إلى توقف مؤقت لجهود التطعيم."""
596,This argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state is also an extension of the dishonest taunt that conservative Christians only care about babies before they’re born.,Biased,,claude,Biased,,"""هذه الحجة القائلة بأن الطريقة الحقيقية لإنهاء الإجهاض هي جعل الإجهاض غير ضروري من خلال إقامة دولة رعاية اجتماعية سخية من المهد إلى اللحد، هي أيضاً امتداد للسخرية الكاذبة التي تدّعي أن المسيحيين المحافظين لا يهتمون بالأطفال إلا قبل ولادتهم."""
597,"The whole anti-vaxx (as it became known) thing was nuts, a way for fading celebrities to pretend to be the vanguard of a Great Cause that Saved The Children from a sinister government conspiracy.",Biased,,claude,Biased,,"""كان الأمر برمته المتعلق بمعاداة التطعيم (كما أصبح يُعرف) جنوناً، وكان وسيلةً للمشاهير المتلاشين لكي يتظاهروا بأنهم طليعة قضية عظيمة تُنقذ الأطفال من مؤامرة حكومية شريرة."""
599,"There is no doubt that discrimination plays a role in this wage gap, but there are other factors that deserve attention.",Non-biased,,claude,Non-biased,,"""لا شك أن التمييز يلعب دوراً في فجوة الأجور هذه، ولكن هناك عوامل أخرى تستحق الاهتمام."""
600,"Poll workers and technicians reported issues with the new machines at more than 40% of polling locations in Philadelphia during last November’s election, according to the records reviewed by Reuters. Problems included touchscreens that were hypersensitive or that froze; paper voting receipts getting jammed in the machines; and panels opening on some machines to expose the equipment’s electronic controls, the records show.",Non-biased,,claude,Non-biased,,"""أفاد عمال استطلاع الرأي والتقنيون بوجود مشكلات في الآلات الجديدة في أكثر من 40% من مراكز الاقتراع في فيلادلفيا خلال انتخابات نوفمبر الماضي، وفقاً للسجلات التي اطلعت عليها رويترز. وتشمل المشكلات شاشات لمس شديدة الحساسية أو متجمدة، وانحشار إيصالات التصويت الورقية في الآلات، وفتح أغطية بعض الآلات مما يكشف عن لوحات التحكم الإلكترونية للمعدات، بحسب ما تُظهره السجلات."""
601,"Almost all of this is gibberish; Trump still can’t speak coherently about California’s wildfires; and no officials in the Golden State ever conceded that he was “right” about the subject, because he wasn’t.",Biased,,claude,Biased,,"""تقريباً كل هذا هراء؛ لا يزال ترامب عاجزاً عن الحديث بشكل متماسك عن حرائق الغابات في كاليفورنيا؛ ولم يُقرّ أي مسؤول في ولاية الذهب بأنه كان ""محقاً"" في هذا الشأن، لأنه لم يكن كذلك."""
602,"Since the start of the coronavirus outbreak, Trump has hampered efforts to slow the virus’s spread and encouraged Americans’ restlessness under quarantine.",Biased,,claude,Biased,,"""منذ بداية تفشي فيروس كورونا، عرقل ترامب الجهود الرامية إلى إبطاء انتشار الفيروس وشجع الأمريكيين على التذمر من الحجر الصحي."""
603,"Today’s mainstream media doesn’t want you to remember, but the early days of feminism were rife with ideological battles and  backstabbing that would put a medieval court to shame.",Biased,,claude,Biased,,"""وسائل الإعلام السائدة اليوم لا تريدك أن تتذكر، لكن الأيام الأولى للحركة النسوية كانت مليئة بالصراعات الأيديولوجية والطعن في الظهر بما يُخجل أي بلاط ملكي في العصور الوسطى."""
604,"After Steve King’s offensive implication that white people own Western civilization, Chris Hayes predictably responded with an idiotic remark about Western civilization giving us Hitler.",Biased,,claude,Biased,,"""بعد التلميح المسيء لستيف كينج بأن البيض يمتلكون الحضارة الغربية، ردّ كريس هايز بشكل متوقع بتعليق أحمق مفاده أن الحضارة الغربية أعطتنا هتلر."""
606,"President Donald Trump abruptly turned and walked away from the lectern at a White House news briefing Monday after telling a reporter to ""ask China"" in response to a question about U.S. coronavirus testing capacity. ",Non-biased,,claude,Non-biased,,"""فجأةً استدار الرئيس دونالد ترامب وابتعد عن المنصة خلال إحاطة إخبارية في البيت الأبيض يوم الاثنين، وذلك بعد أن طلب من أحد الصحفيين 'أن يسأل الصين' رداً على سؤال حول قدرة الولايات المتحدة على إجراء اختبارات فيروس كورونا."""
608,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020,Biased,,claude,Biased,,"""قناة فوكس نيوز غاصت بعمق شديد في القومية البيضاء لدرجة أن دونالد ترامب يعتقد الآن أن هذا هو الطريق الذي سيفوز به في عام 2020"""
609,"Procter and Gamble, a major sponsor of the US Women’s National Soccer team, has backed the players in their fight for equal pay, with a public donation of $529,000.",Non-biased,,claude,Biased,,"""قدّمت شركة بروكتر آند غامبل، الراعي الرئيسي لمنتخب الولايات المتحدة الأمريكية لكرة القدم للسيدات، دعمها للاعبات في نضالهن من أجل المساواة في الأجور، وذلك من خلال تبرع علني بمبلغ 529,000 دولار."""
610,James Steckelberg of the Mayo Clinic said people 65 and over should be administered high-dose flu vaccines to stimulate their immune system. ,Non-biased,,claude,Non-biased,,"""قال جيمس ستيكلبرغ من مايو كلينك إن الأشخاص الذين تبلغ أعمارهم 65 عامًا فما فوق يجب أن يتلقوا لقاحات الإنفلونزا عالية الجرعة لتحفيز جهازهم المناعي."""
611,"Americans Need To Stop Hurrying Young People Into Student Debt Slavery. Above all, we must give high schoolers personalized post-secondary educational recommendations before they get caught in the quagmire of student debt.",Biased,,claude,Biased,,"""يحتاج الأمريكيون إلى التوقف عن دفع الشباب بسرعة نحو عبودية ديون الطلاب. قبل كل شيء، يجب علينا تزويد طلاب المرحلة الثانوية بتوصيات تعليمية ما بعد الثانوية مخصصة قبل أن يقعوا في وحل ديون الطلاب."""
612,"In the case of student debt cancellation, they also force people to make painful choices: Does a young couple put off getting married to get their student debt reduced? Do they wait another year before taking good jobs, so that they qualify? Must a struggling young person stay away from his parents’ home and couch-surf for a year to obtain the benefit?",Biased,,claude,Biased,,"""في حالة إلغاء ديون الطلاب، فإنهم يجبرون الناس أيضاً على اتخاذ خيارات مؤلمة: هل يؤجل زوجان شابان الزواج للحصول على تخفيض في ديونهما الطلابية؟ هل ينتظران عاماً آخر قبل قبول وظائف جيدة حتى يستوفيا الشروط؟ هل يجب على شاب يعاني من صعوبات أن يبتعد عن منزل والديه ويتنقل بين أرائك الأصدقاء لمدة عام للحصول على هذه الميزة؟"""
614,"Though banks have fled many low-income communities, there’s a post office for almost every ZIP code in the country. ",Non-biased,,claude,Non-biased,,"""على الرغم من أن البنوك قد غادرت كثيراً من المجتمعات ذات الدخل المنخفض، إلا أن هناك مكتب بريد لكل رمز بريدي تقريباً في البلاد."""
615,"Amid a measles outbreak that has sickened more than 50 people in the Pacific Northwest, Washington lawmakers heard testimony Friday on a bill that would remove parents’ ability to claim a personal or philosophical exemption to opt their school-age children out of the combined measles, mumps and rubella vaccine.",Non-biased,,claude,Non-biased,,"""في خضم تفشي مرض الحصبة الذي أصاب أكثر من 50 شخصاً في منطقة المحيط الهادئ الشمالي الغربي، استمع المشرعون في ولاية واشنطن يوم الجمعة إلى شهادات حول مشروع قانون يهدف إلى إلغاء حق الآباء في المطالبة بإعفاء شخصي أو فلسفي لإعفاء أطفالهم في سن الدراسة من الحصول على لقاح الحصبة والنكاف والحصبة الألمانية المدمج."""
616,Other European countries have also said they will strip dual nationals who joined Islamic State of citizenship.,Non-biased,,claude,Non-biased,,"""دول أوروبية أخرى أعلنت أيضاً أنها ستجرد مزدوجي الجنسية الذين انضموا إلى تنظيم الدولة الإسلامية من جنسيتها."""
617,A bill proposed by a group of Republican lawmakers on Wednesday that would have amended the Iowa Civil Rights Act by removing protections against discrimination for transgender people is dead,Non-biased,,claude,Non-biased,,"""مشروع قانون اقترحته مجموعة من المشرعين الجمهوريين يوم الأربعاء، والذي كان من شأنه تعديل قانون الحقوق المدنية في ولاية آيوا عن طريق إلغاء الحمايات ضد التمييز للأشخاص المتحولين جنسياً، قد مات"""
